ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://www.w3.org/2002/07/owl#equivalentClass,http://www.w3.org/2002/07/owl#intersectionOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://purl.obolibrary.org/obo/IAO_0000115,http://purl.org/dc/terms/conformsTo,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#inSubset,http://www.w3.org/2004/02/skos/core#exactMatch,http://purl.obolibrary.org/obo/RO_0002175,http://purl.obolibrary.org/obo/IAO_0000233,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://purl.obolibrary.org/obo/mondo#excluded_from_qc_check,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2004/02/skos/core#closeMatch,http://purl.obolibrary.org/obo/mondo#excluded_subClassOf,http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym,https://w3id.org/semapv/vocab/crossSpeciesExactMatch,http://purl.obolibrary.org/obo/mondo#should_conform_to,http://purl.org/dc/terms/creator,http://purl.obolibrary.org/obo/IAO_0006012
mondo,http://purl.obolibrary.org/obo/HP_0009136,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:duplication_involving_bones_of_the_feet a owl:Class ;
    rdfs:label ""Duplication involving bones of the feet"" ;
    rdfs:subClassOf :abnormal_foot_morphology,
        :abnormal_lower_limb_bone_morphology .

","duplication involving bones of the feet is a type of an abnormal foot morphology.
duplication involving bones of the feet is a type of an abnormal lower limb bone morphology.","There's a duplication issue affecting the bones in the feet, which is a form of irregular foot shape, and also falls under the broader category of unusual shapes found in the lower limbs' bones.",llama3,2,4,3,4,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/UBERON_0000014,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zone_of_skin a owl:Class ;
    rdfs:label ""zone of skin"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :skin_of_body ],
        [ a owl:Restriction ;
            owl:onProperty :has_part ;
            owl:someValuesFrom :dermis ],
        [ a owl:Restriction ;
            owl:onProperty :has_part ;
            owl:someValuesFrom :skin_epidermis ],
        :ectoderm_derived_structure,
        :zone_of_organ .

","zone of skin is a type of a zone of organ.
zone of skin is a type of an ectoderm derived structure.
zone of skin is a type of at least has part some a dermis.
zone of skin is a type of at least has part some a skin epidermis.
zone of skin is a type of at least part of some a skin of body.","The zone of skin refers to a specific area or region on the organ, which is derived from ectoderm and consists of at least parts of dermis and skin epidermis, being an integral part of the overall skin covering the human body.",llama3,5,10,5,16,4,5,1,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0001441,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:pica_disease a owl:Class ;
    rdfs:label ""pica disease"" ;
    ns1:hasDbXref ""DOID:12128"",
        ""ICD9:307.52"",
        ""MEDGEN:45917"",
        ""MESH:D010842"",
        ""NCIT:C92566"",
        ""SCTID:14077003"",
        ""UMLS:C0031873"" ;
    ns1:id ""MONDO:0001441"" ;
    rdfs:subClassOf :eating_disorder ;
    skos:exactMatch :14077003,
        :45917,
        :c0031873,
        :d010842,
        :doid_12128,
        :ncit_c92566 ;
    :has_definition ""An eating disorder characterized by the persistent eating of nonnutritive substances such as clay or soil; this behavior must be inappropriate to the level of the individual's development."" ;
    :has_exact_synonym ""Pica"",
        ""Pica eating disorder"" .

","pica disease has definition a An eating disorder characterized by the persistent eating of nonnutritive substances such as clay or soil; this behavior must be inappropriate to the level of the individual's development..
pica disease has exact synonym a Pica eating disorder.
pica disease has exact synonym a Pica.
pica disease is a type of an eating disorder.","Pica disease, also known as Pica eating disorder or simply Pica, is a specific type of eating disorder characterized by the persistent and inappropriate consumption of non-nutritive substances like clay or soil, which is not typical for someone's age or developmental level.",llama3,4,9,8,20,1,1,1,,,,,,,1.0,,7.0,2.0,,1.0,,6.0,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/UBERON_0004436,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:proximal_epiphysis_of_middle_phalanx_of_manual_digit_2 a owl:Class ;
    rdfs:label ""proximal epiphysis of middle phalanx of manual digit 2"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :middle_phalanx_of_manual_digit_2 ],
        :epiphysis_of_middle_phalanx_of_manus,
        :proximal_epiphysis_of_phalanx_of_manual_digit_2 .

","proximal epiphysis of middle phalanx of manual digit 2 is a type of a proximal epiphysis of phalanx of manual digit 2.
proximal epiphysis of middle phalanx of manual digit 2 is a type of an epiphysis of middle phalanx of manus.
proximal epiphysis of middle phalanx of manual digit 2 is a type of at least part of some a middle phalanx of manual digit 2.","The proximal epiphysis of the middle phalanx of the second manual digit is a specific type of epiphysis found on the middle phalanx of the second finger, and it's also an epiphysis that belongs to the middle phalanx of the hand. In other words, it's a part of the middle phalanx itself.",llama3,3,7,5,8,2,3,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/UBERON_0001980,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:arteriole a owl:Class ;
    rdfs:label ""arteriole"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :contributes_to_morphology_of ;
            owl:someValuesFrom :artery ],
        [ a owl:Restriction ;
            owl:onProperty :connects ;
            owl:someValuesFrom :capillary ],
        [ a owl:Restriction ;
            owl:onProperty :connects ;
            owl:someValuesFrom :artery ],
        :arterial_blood_vessel,
        :blood_microvessel .

","arteriole is a type of a blood microvessel.
arteriole is a type of an arterial blood vessel.
arteriole is a type of at least connects some a capillary.
arteriole is a type of at least connects some an artery.
arteriole is a type of at least contributes to morphology of some an artery.","Arterioles are a specific type of microvessel that can be found in the blood vessel system, specifically within arteries. They also connect capillaries and contribute to the overall shape or structure of arteries.",llama3,5,9,5,16,4,5,1,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/NCBITaxon_36830,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:clostridium_botulinum_e a owl:Class ;
    rdfs:label ""Clostridium botulinum E"" ;
    rdfs:subClassOf :clostridium_botulinum .

",clostridium botulinum e is a type of a clostridium botulinum.,Clostridium botulinum E is a subspecies of Clostridium botulinum.,llama3,1,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/CHEBI_35942,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:neurotransmitter_agent a owl:Class ;
    rdfs:label ""neurotransmitter agent"" ;
    rdfs:subClassOf :drug,
        :pharmacological_role ;
    :has_definition ""A substance used for its pharmacological action on any aspect of neurotransmitter systems. Neurotransmitter agents include agonists, antagonists, degradation inhibitors, uptake inhibitors, depleters, precursors, and modulators of receptor function."" .

","neurotransmitter agent has definition a A substance used for its pharmacological action on any aspect of neurotransmitter systems. Neurotransmitter agents include agonists, antagonists, degradation inhibitors, uptake inhibitors, depleters, precursors, and modulators of receptor function..
neurotransmitter agent is a type of a drug.
neurotransmitter agent is a type of a pharmacological role.","Neurotransmitter agents are drugs that play a specific pharmacological role in the neurotransmitter system, which can include agonists, antagonists, degradation inhibitors, uptake inhibitors, depleters, precursors, and modulators of receptor function.",llama3,3,4,4,5,1,2,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_1010215,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:familial_adenomatous_polyposis_non_human_animal a owl:Class ;
    rdfs:label ""familial adenomatous polyposis, non-human animal"" ;
    ns1:hasDbXref ""OMIA:001916"" ;
    ns1:id ""MONDO:1010215"" ;
    rdfs:subClassOf :cancer_or_benign_tumor_non_human_animal,
        :syndromic_disease_non_human_animal ;
    :cross_species_exact_match :familial_adenomatous_polyposis_1 ;
    :has_definition ""Familial adenomatous polyposis that occurs in non-human animals."" .

","familial adenomatous polyposis non human animal cross species exact match a familial adenomatous polyposis 1.
familial adenomatous polyposis non human animal has definition a Familial adenomatous polyposis that occurs in non-human animals..
familial adenomatous polyposis non human animal is a type of a cancer or benign tumor non human animal.
familial adenomatous polyposis non human animal is a type of a syndromic disease non human animal.","Familial Adenomatous Polyposis in non-human animals, also known as FAP-like syndrome, refers to an exact match with Familial Adenomatous Polyposis 1. This condition is characterized by the occurrence of benign or malignant tumors in non-human animals, which is a type of syndromic disease affecting these species.",llama3,4,5,7,8,1,2,1,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,
mondo,http://purl.obolibrary.org/obo/NCBITaxon_11036,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:venezuelan_equine_encephalitis_virus a owl:Class ;
    rdfs:label ""Venezuelan equine encephalitis virus"" ;
    rdfs:subClassOf :alphavirus .

",venezuelan equine encephalitis virus is a type of an alphavirus.,"Venezuelan equine encephalitis virus is a specific kind of Alphavirus, which is a particular classification within the broader category of viruses.",llama3,1,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/GO_1903942,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:positive_regulation_of_respiratory_gaseous_exchange a owl:Class ;
    rdfs:label ""positive regulation of respiratory gaseous exchange"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :positively_regulates ;
            owl:someValuesFrom :respiratory_gaseous_exchange_by_respiratory_system ],
        :positive_regulation_of_multicellular_organismal_process,
        :regulation_of_respiratory_gaseous_exchange .

","positive regulation of respiratory gaseous exchange is a type of a positive regulation of multicellular organismal process.
positive regulation of respiratory gaseous exchange is a type of a regulation of respiratory gaseous exchange.
positive regulation of respiratory gaseous exchange is a type of at least positively regulates some a respiratory gaseous exchange by respiratory system.","The process of positive regulation of respiratory gaseous exchange is a specific type of positive regulation that occurs within multicellular organisms, and it's also a type of regulation that specifically affects the process of respiratory gaseous exchange itself. This regulation is achieved through the respiratory system, which positively regulates some aspect of respiratory gaseous exchange.",llama3,3,7,5,8,2,3,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0023021,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix ns2: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:dwarfism_lethal_type_advanced_bone_age a owl:Class ;
    rdfs:label ""dwarfism lethal type advanced bone age"" ;
    ns1:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/7700""^^xsd:anyURI ;
    ns2:id ""MONDO:0023021"" ;
    ns2:inSubset :obsoletion_candidate ;
    rdfs:comment ""Reason of obsoletion: out of scope - MONDO:excludeHistoricalDisease. Term to consider: -"" ;
    rdfs:seeAlso ""https://rarediseases.info.nih.gov/diseases/1986/dwarfism-lethal-type-advanced-bone-age""^^xsd:anyURI ;
    rdfs:subClassOf :syndromic_disease ;
    :scheduled_for_obsoletion_on_or_after ""2024-09-01"" .

","dwarfism lethal type advanced bone age is a type of a syndromic disease.
dwarfism lethal type advanced bone age scheduled for obsoletion on or after a 2024-09-01.","Dwarfism, Lethal Type, Advanced Bone Age refers to a specific syndrome that is classified as a type of syndromic disease. Additionally, this condition has been slated for obsolescence and will no longer be recognized as a distinct entity after September 1st, 2024.",llama3,2,4,9,9,1,1,1,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,1.0
mondo,http://purl.obolibrary.org/obo/UBERON_0010678,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:manual_digit_4_phalanx_cartilage_element a owl:Class ;
    rdfs:label ""manual digit 4 phalanx cartilage element"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :composed_primarily_of ;
            owl:someValuesFrom :cartilage_tissue ],
        [ a owl:Restriction ;
            owl:onProperty :develops_from ;
            owl:someValuesFrom :manual_digit_4_phalanx_pre_cartilage_condensation ],
        :manual_digit_4_phalanx_endochondral_element,
        :manual_digit_phalanx_cartilage_element .

","manual digit 4 phalanx cartilage element is a type of a manual digit 4 phalanx endochondral element.
manual digit 4 phalanx cartilage element is a type of a manual digit phalanx cartilage element.
manual digit 4 phalanx cartilage element is a type of at least composed primarily of some a cartilage tissue.
manual digit 4 phalanx cartilage element is a type of at least develops from some a manual digit 4 phalanx pre cartilage condensation.","A manual digit 4 phalanx cartilage element is a specific kind of manual digit phalanx endochondral element, which is also a type of manual digit phalanx cartilage element. This cartilage element is primarily composed of cartilage tissue and develops from the pre-cartilage condensation found in the manual digit 4 phalanx.",llama3,4,9,5,12,3,4,1,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/HP_0100705,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:abnormal_glial_cell_morphology a owl:Class ;
    rdfs:label ""Abnormal glial cell morphology"" ;
    rdfs:subClassOf :abnormal_nervous_system_morphology .

",abnormal glial cell morphology is a type of an abnormal nervous system morphology.,Abnormal glial cell morphology is a type of abnormality that affects the overall structure of the nervous system.,llama3,1,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/GO_0090024,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:negative_regulation_of_neutrophil_chemotaxis a owl:Class ;
    rdfs:label ""negative regulation of neutrophil chemotaxis"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :negatively_regulates ;
            owl:someValuesFrom :neutrophil_chemotaxis ],
        :negative_regulation_of_granulocyte_chemotaxis,
        :negative_regulation_of_neutrophil_migration,
        :regulation_of_neutrophil_chemotaxis .

","negative regulation of neutrophil chemotaxis is a type of a negative regulation of granulocyte chemotaxis.
negative regulation of neutrophil chemotaxis is a type of a negative regulation of neutrophil migration.
negative regulation of neutrophil chemotaxis is a type of a regulation of neutrophil chemotaxis.
negative regulation of neutrophil chemotaxis is a type of at least negatively regulates some a neutrophil chemotaxis.","Negative regulation of neutrophil chemotaxis refers to the process by which something prevents or slows down neutrophil chemotaxis, which is the movement of neutrophils towards a chemical signal. This negative regulation can also be applied to granulocyte chemotaxis and neutrophil migration, suggesting that it's a broader phenomenon affecting different aspects of neutrophil behavior.",llama3,4,8,5,9,2,4,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0015635,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/mondo#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:porokeratotic_eccrine_ostial_and_dermal_duct_nevus a owl:Class ;
    rdfs:label ""porokeratotic eccrine ostial and dermal duct nevus"" ;
    ns2:excluded_from_qc_check :qc_single_child.sparql ;
    ns1:hasDbXref ""GARD:20070"",
        ""MEDGEN:96880"",
        ""NCIT:C4740"",
        ""Orphanet:166286"",
        ""SCTID:239118007"",
        ""UMLS:C0473579"" ;
    ns1:id ""MONDO:0015635"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :ordo_disorder,
        :orphanet_rare,
        :otar,
        :rare ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_characteristic ;
            owl:someValuesFrom :rare ],
        :benign_eccrine_neoplasm,
        :eccrine_sweat_gland_hamartoma,
        :melanocytic_nevus ;
    skos:exactMatch :239118007,
        :96880,
        :c0473579,
        :ncit_c4740,
        :orphanet_166286 ;
    :excluded_subclassof :obsolete_inherited_skin_tumor ;
    :has_definition ""A rare, congenital disorder of the eccrine sweat ducts that presents as grouped keratotic papules and plaques with a linear distribution and/or multiple punctate pits filled with tiny keratotic plugs resembling comedones. The lesion are usually located on the acral portion of a limb."" ;
    :has_exact_synonym ""Porokeratotic eccrine duct and hair follicle Nevus"",
        ""Porokeratotic eccrine nevus"",
        ""comedo nevus of the palm"",
        ""linear eccrine Nevus with comedones"" .

","porokeratotic eccrine ostial and dermal duct nevus excluded subClassOf an obsolete inherited skin tumor.
porokeratotic eccrine ostial and dermal duct nevus has definition a A rare, congenital disorder of the eccrine sweat ducts that presents as grouped keratotic papules and plaques with a linear distribution and/or multiple punctate pits filled with tiny keratotic plugs resembling comedones. The lesion are usually located on the acral portion of a limb..
porokeratotic eccrine ostial and dermal duct nevus has exact synonym a Porokeratotic eccrine duct and hair follicle Nevus.
porokeratotic eccrine ostial and dermal duct nevus has exact synonym a Porokeratotic eccrine nevus.
porokeratotic eccrine ostial and dermal duct nevus has exact synonym a comedo nevus of the palm.
porokeratotic eccrine ostial and dermal duct nevus has exact synonym a linear eccrine Nevus with comedones.
porokeratotic eccrine ostial and dermal duct nevus is a type of a benign eccrine neoplasm.
porokeratotic eccrine ostial and dermal duct nevus is a type of a melanocytic nevus.
porokeratotic eccrine ostial and dermal duct nevus is a type of an eccrine sweat gland hamartoma.
porokeratotic eccrine ostial and dermal duct nevus is a type of at least has characteristic some a rare.","Porokeratotic eccrine ostial and dermal duct nevus, also known as Porokeratotic eccrine duct and hair follicle Nevus, Porokeratotic eccrine nevus, comedo nevus of the palm, linear eccrine Nevus with comedones, is a rare, benign congenital disorder characterized by grouped keratotic papules and plaques with a linear distribution and/or multiple punctate pits filled with tiny keratotic plugs resembling comedones. It typically presents on the acral portion of a limb and is classified as a type of eccrine sweat gland hamartoma or melanocytic nevus, but not an inherited skin tumor.",llama3,10,21,13,34,2,4,1,1.0,1.0,,,,,1.0,,6.0,4.0,,1.0,6.0,5.0,,,,1.0,,,,,1.0,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0009800,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:blount_disease_adolescent a owl:Class ;
    rdfs:label ""Blount disease, adolescent"" ;
    ns1:hasDbXref ""GARD:15217"",
        ""MEDGEN:462922"",
        ""OMIM:259200"",
        ""UMLS:C3151572"" ;
    ns1:id ""MONDO:0009800"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :rare ;
    rdfs:subClassOf :blount_disease ;
    skos:exactMatch :259200,
        :462922,
        :c3151572 ;
    :has_exact_synonym ""Blount disease, adolescent"" ;
    :has_related_synonym ""Osteochondrosis deformans tibiae, adolescent"",
        ""tibia vara, adolescent"" .

","blount disease adolescent has exact synonym a Blount disease, adolescent.
blount disease adolescent has related synonym a Osteochondrosis deformans tibiae, adolescent.
blount disease adolescent has related synonym a tibia vara, adolescent.
blount disease adolescent is a type of a blount disease.","Blount's disease in adolescents is also known as Blount's disease, and it's synonymous with itself. Additionally, it's related to Osteochondrosis deformans tibiae and Tibia vara, both of which are conditions that affect the tibia in adolescent patients. Furthermore, Blount's disease in adolescents is a type of Blount's disease, indicating that it's a specific subset or manifestation of this condition.",llama3,4,9,9,17,1,1,1,,,,,,,,,4.0,1.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0001658,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:nontoxic_goiter a owl:Class ;
    rdfs:label ""nontoxic goiter"" ;
    ns1:hasDbXref ""DOID:13195"",
        ""MEDGEN:113172"",
        ""NCIT:C35271"",
        ""SCTID:267369002"",
        ""UMLS:C0221777"" ;
    ns1:id ""MONDO:0001658"" ;
    ns1:inSubset :otar ;
    rdfs:subClassOf :goiter ;
    skos:exactMatch :113172,
        :c0221777,
        :doid_13195,
        :ncit_c35271 ;
    :has_definition ""Sporadic enlargement of the thyroid gland that is not associated with changes in thyroid function or malignancy."" ;
    :has_exact_synonym ""Nodule-thyroid, non tox"",
        ""euthyroid goiter"",
        ""euthyroid goitre"",
        ""goiter, non-toxic"",
        ""non-toxic goiter"",
        ""non-toxic goitre"",
        ""non-toxic simple goiter"",
        ""non-toxic simple goitre"",
        ""nontoxic goiter"" .

","nontoxic goiter has definition a Sporadic enlargement of the thyroid gland that is not associated with changes in thyroid function or malignancy..
nontoxic goiter has exact synonym a Nodule-thyroid, non tox.
nontoxic goiter has exact synonym a goiter, non-toxic.
nontoxic goiter has exact synonym a non-toxic goiter.
nontoxic goiter has exact synonym a non-toxic goitre.
nontoxic goiter has exact synonym a non-toxic simple goiter.
nontoxic goiter has exact synonym a non-toxic simple goitre.
nontoxic goiter has exact synonym a nontoxic goiter.
nontoxic goiter has exact synonym an euthyroid goiter.
nontoxic goiter has exact synonym an euthyroid goitre.
nontoxic goiter is a type of a goiter.","Non-toxic goiter, also known as non-toxic goiter, nodule-thyroid, non tox, goiter, non-toxic, non-toxic goiter, non-toxic simple goiter, non-toxic simple goitre, nontoxic goiter, euthyroid goiter, and euthyroid goitre, is a type of goiter that is characterized by the sporadic enlargement of the thyroid gland without any changes in thyroid function or malignancy.",llama3,11,8,9,24,1,1,1,,,,,,,1.0,,5.0,9.0,,1.0,1.0,4.0,,,,,,,,,,,,,,
