fragment,text,statements,llm_used
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:abramovite rdfs:subClassOf :mineral .

",Abramovite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:abrazite rdfs:subClassOf :mineral .

",Abrazite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:abswurmbachite rdfs:subClassOf :mineral .

",Abswurmbachite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:abukumalite rdfs:subClassOf :mineral .

",Abukumalite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:acadialite rdfs:subClassOf :mineral .

",Acadialite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:acanthite rdfs:subClassOf :mineral .

",Acanthite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:acetamide rdfs:subClassOf :mineral .

",Acetamide is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:achavalite rdfs:subClassOf :mineral .

",Achavalite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:achiardite rdfs:subClassOf :mineral .

",Achiardite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:achroite rdfs:subClassOf :mineral .

",Achroite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:achtarandite rdfs:subClassOf :mineral .

",Achtarandite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:acicular_iron_ore rdfs:subClassOf :mineral .

",Acicular iron ore is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:acmite rdfs:subClassOf :mineral .

",Acmite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:actinolite rdfs:subClassOf :mineral .

",Actinolite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:acuminite rdfs:subClassOf :mineral .

",Acuminite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:adamite rdfs:subClassOf :mineral .

",Adamite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:adamsite__y_ rdfs:subClassOf :mineral .

",Adamsite (Y) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:adelite rdfs:subClassOf :mineral .

",Adelite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:adipite rdfs:subClassOf :mineral .

",Adipite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:admontite rdfs:subClassOf :mineral .

",Admontite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:adranosite rdfs:subClassOf :mineral .

",Adranosite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:adularia rdfs:subClassOf :mineral .

",Adularia is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aedelforsite rdfs:subClassOf :mineral .

",Aedelforsite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aedelite rdfs:subClassOf :mineral .

",Aedelite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aegirine rdfs:subClassOf :mineral .

",Aegirine is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aegirine_augite rdfs:subClassOf :mineral .

",Aegirine-augite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aenigmatite rdfs:subClassOf :mineral .

",Aenigmatite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aerinite rdfs:subClassOf :mineral .

",Aerinite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aerugite rdfs:subClassOf :mineral .

",Aerugite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aeschynite__ce_ rdfs:subClassOf :mineral .

",Aeschynite (Ce) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aeschynite__nd_ rdfs:subClassOf :mineral .

",Aeschynite (Nd) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aeschynite__y_ rdfs:subClassOf :mineral .

",Aeschynite (Y) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:afghanite rdfs:subClassOf :mineral .

",Afghanite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:afwillite rdfs:subClassOf :mineral .

",Afwillite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:agardite__ca_ rdfs:subClassOf :mineral .

",Agardite (Ca) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:agardite__ce_ rdfs:subClassOf :mineral .

",Agardite (Ce) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:agardite__dy_ rdfs:subClassOf :mineral .

",Agardite (Dy) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:agardite__la_ rdfs:subClassOf :mineral .

",Agardite (La) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:agardite__nd_ rdfs:subClassOf :mineral .

",Agardite (Nd) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:agardite__y_ rdfs:subClassOf :mineral .

",Agardite (Y) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:agate rdfs:subClassOf :mineral .

",Agate is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:agnolite rdfs:subClassOf :mineral .

",Agnolite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:agrellite rdfs:subClassOf :mineral .

",Agrellite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:agrinierite rdfs:subClassOf :mineral .

",Agrinierite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aguilarite rdfs:subClassOf :mineral .

",Aguilarite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aheylite rdfs:subClassOf :mineral .

",Aheylite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ahlfeldite rdfs:subClassOf :mineral .

",Ahlfeldite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ahlfeldite1 rdfs:subClassOf :mineral .

",Ahlfeldite1 is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aikinite rdfs:subClassOf :mineral .

",Aikinite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aiolosite rdfs:subClassOf :mineral .

",Aiolosite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ajoite rdfs:subClassOf :mineral .

",Ajoite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:akaganeite rdfs:subClassOf :mineral .

",Akaganeite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:akatoreite rdfs:subClassOf :mineral .

",Akatoreite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:akdalaite rdfs:subClassOf :mineral .

",Akdalaite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:akermanite rdfs:subClassOf :mineral .

",Akermanite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:akhtenskite rdfs:subClassOf :mineral .

",Akhtenskite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:akimotoite rdfs:subClassOf :mineral .

",Akimotoite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:akrochordite rdfs:subClassOf :mineral .

",Akrochordite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aksaite rdfs:subClassOf :mineral .

",Aksaite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aktashite rdfs:subClassOf :mineral .

",Aktashite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alabandite rdfs:subClassOf :mineral .

",Alabandite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alabaster rdfs:subClassOf :mineral .

",Alabaster is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alacranite rdfs:subClassOf :mineral .

",Alacranite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alamosite rdfs:subClassOf :mineral .

",Alamosite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alarsite rdfs:subClassOf :mineral .

",Alarsite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:albite rdfs:subClassOf :mineral .

",Albite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:albrechtschraufite rdfs:subClassOf :mineral .

",Albrechtschraufite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aldermanite rdfs:subClassOf :mineral .

",Aldermanite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aldzhanite rdfs:subClassOf :mineral .

",Aldzhanite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aleksite rdfs:subClassOf :mineral .

",Aleksite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alexandrite rdfs:subClassOf :mineral .

",Alexandrite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alflarsenite rdfs:subClassOf :mineral .

",Alflarsenite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alforsite rdfs:subClassOf :mineral .

",Alforsite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alfredstelznerite rdfs:subClassOf :mineral .

",Alfredstelznerite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:algodonite rdfs:subClassOf :mineral .

",Algodonite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aliettite rdfs:subClassOf :mineral .

",Aliettite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:allabogdanite rdfs:subClassOf :mineral .

",Allabogdanite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:allactite rdfs:subClassOf :mineral .

",Allactite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:allanite__ce_ rdfs:subClassOf :mineral .

",Allanite (Ce) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:allanite__la_ rdfs:subClassOf :mineral .

",Allanite (La) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:allanite__y_ rdfs:subClassOf :mineral .

",Allanite (Y) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:allanpringite rdfs:subClassOf :mineral .

",Allanpringite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:allargentum rdfs:subClassOf :mineral .

",Allargentum is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alleghanyite rdfs:subClassOf :mineral .

",Alleghanyite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:allemontite rdfs:subClassOf :mineral .

",Allemontite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:allendeite rdfs:subClassOf :mineral .

",Allendeite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:allochalcoselite rdfs:subClassOf :mineral .

",Allochalcoselite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alloclasite rdfs:subClassOf :mineral .

",Alloclasite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:allophane rdfs:subClassOf :mineral .

",Allophane is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alloriite rdfs:subClassOf :mineral .

",Alloriite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alluaivite rdfs:subClassOf :mineral .

",Alluaivite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alluaudite rdfs:subClassOf :mineral .

",Alluaudite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:almagrerite rdfs:subClassOf :mineral .

",Almagrerite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:almandine rdfs:subClassOf :mineral .

",Almandine is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:almandite rdfs:subClassOf :mineral .

",Almandite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:almarudite rdfs:subClassOf :mineral .

",Almarudite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:almbosite rdfs:subClassOf :mineral .

",Almbosite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:almeraite rdfs:subClassOf :mineral .

",Almeraite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alpersite rdfs:subClassOf :mineral .

",Alpersite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alsakharovite_zn rdfs:subClassOf :mineral .

",Alsakharovite-Zn is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alstonite rdfs:subClassOf :mineral .

",Alstonite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:altaite rdfs:subClassOf :mineral .

",Altaite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:althausite rdfs:subClassOf :mineral .

",Althausite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:althupite rdfs:subClassOf :mineral .

",Althupite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:altisite rdfs:subClassOf :mineral .

",Altisite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:altmarkite rdfs:subClassOf :mineral .

",Altmarkite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alum__k_ rdfs:subClassOf :mineral .

",Alum (K) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:alum__na_ rdfs:subClassOf :mineral .

",Alum (Na) is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aluminilite rdfs:subClassOf :mineral .

",Aluminilite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aluminite rdfs:subClassOf :mineral .

",Aluminite is a type of mineral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aluminium rdfs:subClassOf :mineral .

",Aluminium is a type of mineral.,1,False
