ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://www.w3.org/2002/07/owl#equivalentClass,http://www.w3.org/2002/07/owl#intersectionOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://purl.obolibrary.org/obo/IAO_0000115,http://purl.org/dc/terms/conformsTo,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#inSubset,http://www.w3.org/2004/02/skos/core#exactMatch,http://purl.obolibrary.org/obo/RO_0002175,http://purl.obolibrary.org/obo/IAO_0000233,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://purl.obolibrary.org/obo/mondo#excluded_from_qc_check,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2004/02/skos/core#closeMatch,http://purl.obolibrary.org/obo/mondo#excluded_subClassOf,http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym,https://w3id.org/semapv/vocab/crossSpeciesExactMatch,http://purl.obolibrary.org/obo/mondo#should_conform_to,http://purl.org/dc/terms/creator,http://purl.obolibrary.org/obo/IAO_0006012,http://purl.obolibrary.org/obo/IAO_0000111,http://purl.obolibrary.org/obo/IAO_0000116,http://purl.obolibrary.org/obo/IAO_0000117,http://purl.obolibrary.org/obo/IAO_0000119
mondo,http://purl.obolibrary.org/obo/MONDO_0009162,"@prefix ns1: <http://purl.obolibrary.org/obo/> .
@prefix ns2: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:ellis_van_creveld_syndrome a owl:Class ;
    rdfs:label ""Ellis-van Creveld syndrome"" ;
    ns1:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/4948""^^xsd:anyURI ;
    ns2:hasDbXref ""DOID:12714"",
        ""GARD:1301"",
        ""ICD9:756.55"",
        ""MEDGEN:8584"",
        ""MESH:D004613"",
        ""MedDRA:10008724"",
        ""NCIT:C84684"",
        ""NORD:1083"",
        ""OMIM:225500"",
        ""Orphanet:289"",
        ""SCTID:62501005"",
        ""UMLS:C0013903"" ;
    ns2:id ""MONDO:0009162"" ;
    ns2:inSubset :gard_rare,
        :nord_rare,
        :ordo_disorder,
        :ordo_malformation_syndrome,
        :orphanet_rare,
        :otar,
        :rare ;
    rdfs:seeAlso ""https://rarediseases.info.nih.gov/diseases/1301/ellis-van-creveld-syndrome""^^xsd:anyURI ;
    rdfs:subClassOf :autosomal_recessive_disease,
        :cardiogenetic_disease,
        :ectodermal_dysplasia_syndrome,
        :jeune_syndrome ;
    skos:closeMatch :10008724 ;
    skos:exactMatch :225500,
        :62501005,
        :8584,
        :c0013903,
        :d004613,
        :doid_12714,
        :ncit_c84684,
        :orphanet_289 ;
    :has_definition ""Ellis-van Creveld syndrome (EVC) is a skeletal and ectoderlam dysplasia characterized by a tetrad of short stature, postaxial polydactyly, ectodermal dysplasia, and congenital heart defects."" ;
    :has_exact_synonym ""Chondroectodermal dysplasia"",
        ""EVC"",
        ""Ellis Van Creveld Syndrome"",
        ""Ellis Van Creveld syndrome"",
        ""Ellis-VAN Creveld syndrome"",
        ""Ellis-van Creveld syndrome"",
        ""Mesoectodermal dysplasia"",
        ""mesodermic dysplasia"" .

","ellis van creveld syndrome has definition a Ellis-van Creveld syndrome (EVC) is a skeletal and ectoderlam dysplasia characterized by a tetrad of short stature, postaxial polydactyly, ectodermal dysplasia, and congenital heart defects..
ellis van creveld syndrome has exact synonym a Chondroectodermal dysplasia.
ellis van creveld syndrome has exact synonym a EVC.
ellis van creveld syndrome has exact synonym a Ellis Van Creveld Syndrome.
ellis van creveld syndrome has exact synonym a Ellis Van Creveld syndrome.
ellis van creveld syndrome has exact synonym a Ellis-VAN Creveld syndrome.
ellis van creveld syndrome has exact synonym a Ellis-van Creveld syndrome.
ellis van creveld syndrome has exact synonym a Mesoectodermal dysplasia.
ellis van creveld syndrome has exact synonym a mesodermic dysplasia.
ellis van creveld syndrome is a type of a cardiogenetic disease.
ellis van creveld syndrome is a type of a jeune syndrome.
ellis van creveld syndrome is a type of an autosomal recessive disease.
ellis van creveld syndrome is a type of an ectodermal dysplasia syndrome.","Ellis-van Creveld syndrome (EVC), also known as Chondroectodermal dysplasia, Mesoectodermal dysplasia, or mesodermic dysplasia, is a skeletal and ectodermal dysplasia characterized by a combination of short stature, postaxial polydactyly, ectodermal dysplasia, and congenital heart defects. It is classified as a cardiogenetic disease, a type of Jeune syndrome, an autosomal recessive disease, and an ectodermal dysplasia syndrome.",gpt-4o,13,22,12,46,1,4.0,1,,,,,,,1.0,,12.0,8.0,,1.0,7.0,8.0,,1.0,1.0,,,,,1.0,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0008116,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:oculopharyngeal_muscular_dystrophy a owl:Class ;
    rdfs:label ""oculopharyngeal muscular dystrophy"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/5658""^^xsd:anyURI ;
    ns1:hasDbXref ""DOID:11719"",
        ""GARD:7245"",
        ""MEDGEN:75730"",
        ""MESH:D039141"",
        ""MedDRA:10052181"",
        ""NANDO:1200493"",
        ""NORD:1523"",
        ""OMIMPS:164300"",
        ""Orphanet:270"",
        ""SCTID:77097004"",
        ""UMLS:C0270952"" ;
    ns1:id ""MONDO:0008116"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :ordo_disorder,
        :orphanet_rare,
        :otar,
        :rare ;
    rdfs:seeAlso ""https://rarediseases.info.nih.gov/diseases/7245/oculopharyngeal-muscular-dystrophy""^^xsd:anyURI ;
    rdfs:subClassOf :myopathy_of_extraocular_muscle,
        :progressive_muscular_dystrophy ;
    skos:closeMatch :10052181 ;
    skos:exactMatch :75730,
        :77097004,
        :c0270952,
        :d039141,
        :doid_11719,
        :orphanet_270,
        :ps164300 ;
    :has_definition ""Oculopharyngeal muscular dystrophy (OPMD) is an adult-onset progressive myopathy characterized by progressive eyelid ptosis, dysphagia, dysarthria and proximal limb weakness."" ;
    :has_exact_synonym ""OPMD"",
        ""muscular dystrophy, oculopharyngeal"",
        ""oculopharyngeal muscular dystrophy"" ;
    :should_conform_to :omim_phenotypic_series.yaml .

","oculopharyngeal muscular dystrophy has definition a Oculopharyngeal muscular dystrophy (OPMD) is an adult-onset progressive myopathy characterized by progressive eyelid ptosis, dysphagia, dysarthria and proximal limb weakness..
oculopharyngeal muscular dystrophy has exact synonym a OPMD.
oculopharyngeal muscular dystrophy has exact synonym a muscular dystrophy, oculopharyngeal.
oculopharyngeal muscular dystrophy has exact synonym an oculopharyngeal muscular dystrophy.
oculopharyngeal muscular dystrophy is a type of a myopathy of extraocular muscle.
oculopharyngeal muscular dystrophy is a type of a progressive muscular dystrophy.
oculopharyngeal muscular dystrophy should conform to an omim phenotypic series.yaml.","Oculopharyngeal muscular dystrophy (OPMD) is an adult-onset progressive myopathy characterized by progressive eyelid ptosis, dysphagia, dysarthria, and proximal limb weakness. OPMD is also known as muscular dystrophy, oculopharyngeal, and it is synonymous with oculopharyngeal muscular dystrophy. This condition is a type of myopathy affecting extraocular muscles and is classified as a progressive muscular dystrophy. Additionally, oculopharyngeal muscular dystrophy should conform to the OMIM phenotypic series.",gpt-4o,7,19,13,37,1,2.0,1,,,,,,,1.0,,11.0,3.0,,1.0,6.0,7.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,
mondo,http://purl.obolibrary.org/obo/HP_0009136,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:duplication_involving_bones_of_the_feet a owl:Class ;
    rdfs:label ""Duplication involving bones of the feet"" ;
    rdfs:subClassOf :abnormal_foot_morphology,
        :abnormal_lower_limb_bone_morphology .

","duplication involving bones of the feet is a type of an abnormal foot morphology.
duplication involving bones of the feet is a type of an abnormal lower limb bone morphology.",Duplication involving bones of the feet is a type of abnormal foot morphology and also a type of abnormal lower limb bone morphology.,gpt-4o,2,4,3,4,1,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/UBERON_0000014,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:zone_of_skin a owl:Class ;
    rdfs:label ""zone of skin"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_part ;
            owl:someValuesFrom :dermis ],
        [ a owl:Restriction ;
            owl:onProperty :has_part ;
            owl:someValuesFrom :skin_epidermis ],
        [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :skin_of_body ],
        :ectoderm_derived_structure,
        :zone_of_organ .

","zone of skin is a type of a zone of organ.
zone of skin is a type of an ectoderm derived structure.
zone of skin is a type of at least has part some a dermis.
zone of skin is a type of at least has part some a skin epidermis.
zone of skin is a type of at least part of some a skin of body.","The zone of skin is a type of organ zone and an ectoderm-derived structure. It includes parts like the dermis and the skin epidermis, and it is always part of some skin on the body.",gpt-4o,5,10,5,16,4,5.0,1,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0001441,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:pica_disease a owl:Class ;
    rdfs:label ""pica disease"" ;
    ns1:hasDbXref ""DOID:12128"",
        ""ICD9:307.52"",
        ""MEDGEN:45917"",
        ""MESH:D010842"",
        ""NCIT:C92566"",
        ""SCTID:14077003"",
        ""UMLS:C0031873"" ;
    ns1:id ""MONDO:0001441"" ;
    rdfs:subClassOf :eating_disorder ;
    skos:exactMatch :14077003,
        :45917,
        :c0031873,
        :d010842,
        :doid_12128,
        :ncit_c92566 ;
    :has_definition ""An eating disorder characterized by the persistent eating of nonnutritive substances such as clay or soil; this behavior must be inappropriate to the level of the individual's development."" ;
    :has_exact_synonym ""Pica"",
        ""Pica eating disorder"" .

","pica disease has definition a An eating disorder characterized by the persistent eating of nonnutritive substances such as clay or soil; this behavior must be inappropriate to the level of the individual's development..
pica disease has exact synonym a Pica eating disorder.
pica disease has exact synonym a Pica.
pica disease is a type of an eating disorder.","Pica disease is an eating disorder characterized by the persistent consumption of nonnutritive substances like clay or soil, which is inappropriate for the individual's developmental level. It is also known as Pica eating disorder or simply Pica.",gpt-4o,4,9,8,20,1,1.0,1,,,,,,,1.0,,7.0,2.0,,1.0,,6.0,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/UBERON_0004436,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:proximal_epiphysis_of_middle_phalanx_of_manual_digit_2 a owl:Class ;
    rdfs:label ""proximal epiphysis of middle phalanx of manual digit 2"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :part_of ;
            owl:someValuesFrom :middle_phalanx_of_manual_digit_2 ],
        :epiphysis_of_middle_phalanx_of_manus,
        :proximal_epiphysis_of_phalanx_of_manual_digit_2 .

","proximal epiphysis of middle phalanx of manual digit 2 is a type of a proximal epiphysis of phalanx of manual digit 2.
proximal epiphysis of middle phalanx of manual digit 2 is a type of an epiphysis of middle phalanx of manus.
proximal epiphysis of middle phalanx of manual digit 2 is a type of at least part of some a middle phalanx of manual digit 2.","The proximal epiphysis of the middle phalanx of manual digit 2 is a type of proximal epiphysis of the phalanx of manual digit 2. Additionally, it is a type of epiphysis of the middle phalanx of the manus. Moreover, it is at least part of the middle phalanx of manual digit 2.",gpt-4o,3,7,5,8,2,3.0,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/UBERON_0001980,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:arteriole a owl:Class ;
    rdfs:label ""arteriole"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :contributes_to_morphology_of ;
            owl:someValuesFrom :artery ],
        [ a owl:Restriction ;
            owl:onProperty :connects ;
            owl:someValuesFrom :artery ],
        [ a owl:Restriction ;
            owl:onProperty :connects ;
            owl:someValuesFrom :capillary ],
        :arterial_blood_vessel,
        :blood_microvessel .

","arteriole is a type of a blood microvessel.
arteriole is a type of an arterial blood vessel.
arteriole is a type of at least connects some a capillary.
arteriole is a type of at least connects some an artery.
arteriole is a type of at least contributes to morphology of some an artery.",An arteriole is a type of blood microvessel and arterial blood vessel. It connects to both capillaries and arteries and contributes to the morphology of an artery.,gpt-4o,5,9,5,16,4,5.0,1,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/NCBITaxon_36830,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:clostridium_botulinum_e a owl:Class ;
    rdfs:label ""Clostridium botulinum E"" ;
    rdfs:subClassOf :clostridium_botulinum .

",clostridium botulinum e is a type of a clostridium botulinum.,Clostridium botulinum E is a specific type of Clostridium botulinum.,gpt-4o,1,3,3,3,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/CHEBI_35942,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:neurotransmitter_agent a owl:Class ;
    rdfs:label ""neurotransmitter agent"" ;
    rdfs:subClassOf :drug,
        :pharmacological_role ;
    :has_definition ""A substance used for its pharmacological action on any aspect of neurotransmitter systems. Neurotransmitter agents include agonists, antagonists, degradation inhibitors, uptake inhibitors, depleters, precursors, and modulators of receptor function."" .

","neurotransmitter agent has definition a A substance used for its pharmacological action on any aspect of neurotransmitter systems. Neurotransmitter agents include agonists, antagonists, degradation inhibitors, uptake inhibitors, depleters, precursors, and modulators of receptor function..
neurotransmitter agent is a type of a drug.
neurotransmitter agent is a type of a pharmacological role.","A neurotransmitter agent is defined as a substance used for its pharmacological action on any aspect of neurotransmitter systems. These agents encompass agonists, antagonists, degradation inhibitors, uptake inhibitors, depleters, precursors, and modulators of receptor function. Additionally, a neurotransmitter agent is a type of drug and also serves a pharmacological role.",gpt-4o,3,4,4,5,1,2.0,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_1010215,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:familial_adenomatous_polyposis_non_human_animal a owl:Class ;
    rdfs:label ""familial adenomatous polyposis, non-human animal"" ;
    ns1:hasDbXref ""OMIA:001916"" ;
    ns1:id ""MONDO:1010215"" ;
    rdfs:subClassOf :cancer_or_benign_tumor_non_human_animal,
        :syndromic_disease_non_human_animal ;
    :cross_species_exact_match :familial_adenomatous_polyposis_1 ;
    :has_definition ""Familial adenomatous polyposis that occurs in non-human animals."" .

","familial adenomatous polyposis non human animal cross species exact match a familial adenomatous polyposis 1.
familial adenomatous polyposis non human animal has definition a Familial adenomatous polyposis that occurs in non-human animals..
familial adenomatous polyposis non human animal is a type of a cancer or benign tumor non human animal.
familial adenomatous polyposis non human animal is a type of a syndromic disease non human animal.",Familial adenomatous polyposis in non-human animals is exactly the same as familial adenomatous polyposis 1. It is defined as a condition of familial adenomatous polyposis that occurs in non-human animals. This condition is a type of cancer or benign tumor in non-human animals and is also categorized as a syndromic disease in non-human animals.,gpt-4o,4,5,7,8,1,2.0,1,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,
mondo,http://purl.obolibrary.org/obo/NCBITaxon_11036,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:venezuelan_equine_encephalitis_virus a owl:Class ;
    rdfs:label ""Venezuelan equine encephalitis virus"" ;
    rdfs:subClassOf :alphavirus .

",venezuelan equine encephalitis virus is a type of an alphavirus.,The Venezuelan equine encephalitis virus is a type of alphavirus.,gpt-4o,1,3,3,3,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/GO_1903942,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:positive_regulation_of_respiratory_gaseous_exchange a owl:Class ;
    rdfs:label ""positive regulation of respiratory gaseous exchange"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :positively_regulates ;
            owl:someValuesFrom :respiratory_gaseous_exchange_by_respiratory_system ],
        :positive_regulation_of_multicellular_organismal_process,
        :regulation_of_respiratory_gaseous_exchange .

","positive regulation of respiratory gaseous exchange is a type of a positive regulation of multicellular organismal process.
positive regulation of respiratory gaseous exchange is a type of a regulation of respiratory gaseous exchange.
positive regulation of respiratory gaseous exchange is a type of at least positively regulates some a respiratory gaseous exchange by respiratory system.",Positive regulation of respiratory gaseous exchange is a type of positive regulation of multicellular organismal process. It also falls under the regulation of respiratory gaseous exchange and positively regulates respiratory gaseous exchange by the respiratory system.,gpt-4o,3,7,5,8,2,3.0,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0023021,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:dwarfism_lethal_type_advanced_bone_age a owl:Class ;
    rdfs:label ""dwarfism lethal type advanced bone age"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/7700""^^xsd:anyURI ;
    ns1:id ""MONDO:0023021"" ;
    ns1:inSubset :obsoletion_candidate ;
    rdfs:comment ""Reason of obsoletion: out of scope - MONDO:excludeHistoricalDisease. Term to consider: -"" ;
    rdfs:seeAlso ""https://rarediseases.info.nih.gov/diseases/1986/dwarfism-lethal-type-advanced-bone-age""^^xsd:anyURI ;
    rdfs:subClassOf :syndromic_disease ;
    :scheduled_for_obsoletion_on_or_after ""2024-09-01"" .

","dwarfism lethal type advanced bone age is a type of a syndromic disease.
dwarfism lethal type advanced bone age scheduled for obsoletion on or after a 2024-09-01.","Dwarfism lethal type advanced bone age is a type of syndromic disease. It is scheduled for obsoletion on or after September 1, 2024.",gpt-4o,2,4,9,9,1,1.0,1,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,
mondo,http://purl.obolibrary.org/obo/UBERON_0010678,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:manual_digit_4_phalanx_cartilage_element a owl:Class ;
    rdfs:label ""manual digit 4 phalanx cartilage element"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :composed_primarily_of ;
            owl:someValuesFrom :cartilage_tissue ],
        [ a owl:Restriction ;
            owl:onProperty :develops_from ;
            owl:someValuesFrom :manual_digit_4_phalanx_pre_cartilage_condensation ],
        :manual_digit_4_phalanx_endochondral_element,
        :manual_digit_phalanx_cartilage_element .

","manual digit 4 phalanx cartilage element is a type of a manual digit 4 phalanx endochondral element.
manual digit 4 phalanx cartilage element is a type of a manual digit phalanx cartilage element.
manual digit 4 phalanx cartilage element is a type of at least composed primarily of some a cartilage tissue.
manual digit 4 phalanx cartilage element is a type of at least develops from some a manual digit 4 phalanx pre cartilage condensation.","The manual digit 4 phalanx cartilage element is a specific type of manual digit 4 phalanx endochondral element, as well as a manual digit phalanx cartilage element. It is primarily composed of cartilage tissue and develops from manual digit 4 phalanx pre-cartilage condensation.",gpt-4o,4,9,5,12,3,4.0,1,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/HP_0100705,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:abnormal_glial_cell_morphology a owl:Class ;
    rdfs:label ""Abnormal glial cell morphology"" ;
    rdfs:subClassOf :abnormal_nervous_system_morphology .

",abnormal glial cell morphology is a type of an abnormal nervous system morphology.,Abnormal glial cell morphology falls under the category of abnormal nervous system morphology.,gpt-4o,1,3,3,3,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/GO_0090024,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:negative_regulation_of_neutrophil_chemotaxis a owl:Class ;
    rdfs:label ""negative regulation of neutrophil chemotaxis"" ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :negatively_regulates ;
            owl:someValuesFrom :neutrophil_chemotaxis ],
        :negative_regulation_of_granulocyte_chemotaxis,
        :negative_regulation_of_neutrophil_migration,
        :regulation_of_neutrophil_chemotaxis .

","negative regulation of neutrophil chemotaxis is a type of a negative regulation of granulocyte chemotaxis.
negative regulation of neutrophil chemotaxis is a type of a negative regulation of neutrophil migration.
negative regulation of neutrophil chemotaxis is a type of a regulation of neutrophil chemotaxis.
negative regulation of neutrophil chemotaxis is a type of at least negatively regulates some a neutrophil chemotaxis.","Negative regulation of neutrophil chemotaxis is a type of negative regulation of granulocyte chemotaxis and negative regulation of neutrophil migration. Additionally, it is also a type of regulation of neutrophil chemotaxis and negatively regulates neutrophil chemotaxis.",gpt-4o,4,8,5,9,2,4.0,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0015635,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/mondo#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:porokeratotic_eccrine_ostial_and_dermal_duct_nevus a owl:Class ;
    rdfs:label ""porokeratotic eccrine ostial and dermal duct nevus"" ;
    ns2:excluded_from_qc_check :qc_single_child.sparql ;
    ns1:hasDbXref ""GARD:20070"",
        ""MEDGEN:96880"",
        ""NCIT:C4740"",
        ""Orphanet:166286"",
        ""SCTID:239118007"",
        ""UMLS:C0473579"" ;
    ns1:id ""MONDO:0015635"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :ordo_disorder,
        :orphanet_rare,
        :otar,
        :rare ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_characteristic ;
            owl:someValuesFrom :rare ],
        :benign_eccrine_neoplasm,
        :eccrine_sweat_gland_hamartoma,
        :melanocytic_nevus ;
    skos:exactMatch :239118007,
        :96880,
        :c0473579,
        :ncit_c4740,
        :orphanet_166286 ;
    :excluded_subclassof :obsolete_inherited_skin_tumor ;
    :has_definition ""A rare, congenital disorder of the eccrine sweat ducts that presents as grouped keratotic papules and plaques with a linear distribution and/or multiple punctate pits filled with tiny keratotic plugs resembling comedones. The lesion are usually located on the acral portion of a limb."" ;
    :has_exact_synonym ""Porokeratotic eccrine duct and hair follicle Nevus"",
        ""Porokeratotic eccrine nevus"",
        ""comedo nevus of the palm"",
        ""linear eccrine Nevus with comedones"" .

","porokeratotic eccrine ostial and dermal duct nevus excluded subClassOf an obsolete inherited skin tumor.
porokeratotic eccrine ostial and dermal duct nevus has definition a A rare, congenital disorder of the eccrine sweat ducts that presents as grouped keratotic papules and plaques with a linear distribution and/or multiple punctate pits filled with tiny keratotic plugs resembling comedones. The lesion are usually located on the acral portion of a limb..
porokeratotic eccrine ostial and dermal duct nevus has exact synonym a Porokeratotic eccrine duct and hair follicle Nevus.
porokeratotic eccrine ostial and dermal duct nevus has exact synonym a Porokeratotic eccrine nevus.
porokeratotic eccrine ostial and dermal duct nevus has exact synonym a comedo nevus of the palm.
porokeratotic eccrine ostial and dermal duct nevus has exact synonym a linear eccrine Nevus with comedones.
porokeratotic eccrine ostial and dermal duct nevus is a type of a benign eccrine neoplasm.
porokeratotic eccrine ostial and dermal duct nevus is a type of a melanocytic nevus.
porokeratotic eccrine ostial and dermal duct nevus is a type of an eccrine sweat gland hamartoma.
porokeratotic eccrine ostial and dermal duct nevus is a type of at least has characteristic some a rare.","Porokeratotic eccrine ostial and dermal duct nevus is excluded from being a subclass of an obsolete inherited skin tumor. It is defined as a rare, congenital disorder of the eccrine sweat ducts, characterized by grouped keratotic papules and plaques with a linear distribution and/or multiple punctate pits filled with tiny keratotic plugs resembling comedones. These lesions are usually located on the acral portion of a limb. This condition is also known by several exact synonyms, including Porokeratotic eccrine duct and hair follicle nevus, Porokeratotic eccrine nevus, comedo nevus of the palm, and linear eccrine nevus with comedones. It is classified as a benign eccrine neoplasm, a melanocytic nevus, and an eccrine sweat gland hamartoma, and is noted for being rare.",gpt-4o,10,21,13,34,2,4.0,1,1.0,1.0,,,,,1.0,,6.0,4.0,,1.0,6.0,5.0,,,,1.0,,,,,1.0,,,,,,,,,
